# Athena++ data at time=1.090019e+02  cycle=55809  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002   1.9531250000000000e-03   9.9999899964304972e-01   6.0000000087280614e-01   4.4206716334399495e-10   0.0000000000000000e+00   0.0000000000000000e+00
0003   5.8593750000000000e-03   9.9999900024544586e-01   6.0000000087211791e-01   1.3271965926889640e-09   0.0000000000000000e+00   0.0000000000000000e+00
0004   9.7656250000000000e-03   9.9999900145025100e-01   6.0000000087108285e-01   2.2108156144729437e-09   0.0000000000000000e+00   0.0000000000000000e+00
0005   1.3671875000000000e-02   9.9999900325651714e-01   6.0000000086947125e-01   3.0934014118945136e-09   0.0000000000000000e+00   0.0000000000000000e+00
0006   1.7578125000000000e-02   9.9999900566317812e-01   6.0000000086735883e-01   3.9740034755535455e-09   0.0000000000000000e+00   0.0000000000000000e+00
0007   2.1484375000000000e-02   9.9999900866880176e-01   6.0000000086472460e-01   4.8522533491196250e-09   0.0000000000000000e+00   0.0000000000000000e+00
0008   2.5390625000000000e-02   9.9999901227156596e-01   6.0000000086157179e-01   5.7275650320131846e-09   0.0000000000000000e+00   0.0000000000000000e+00
0009   2.9296875000000000e-02   9.9999901646930145e-01   6.0000000085790317e-01   6.5994315188707628e-09   0.0000000000000000e+00   0.0000000000000000e+00
0010   3.3203125000000000e-02   9.9999902125949691e-01   6.0000000085371974e-01   7.4673214351477064e-09   0.0000000000000000e+00   0.0000000000000000e+00
0011   3.7109375000000000e-02   9.9999902663924045e-01   6.0000000084902494e-01   8.3307146352555580e-09   0.0000000000000000e+00   0.0000000000000000e+00
0012   4.1015625000000000e-02   9.9999903260529532e-01   6.0000000084382110e-01   9.1890907452976060e-09   0.0000000000000000e+00   0.0000000000000000e+00
0013   4.4921875000000000e-02   9.9999903915407351e-01   6.0000000083811167e-01   1.0041934469238518e-08   0.0000000000000000e+00   0.0000000000000000e+00
0014   4.8828125000000000e-02   9.9999904628164149e-01   6.0000000083190030e-01   1.0888733032289005e-08   0.0000000000000000e+00   0.0000000000000000e+00
0015   5.2734375000000000e-02   9.9999905398368638e-01   6.0000000082519078e-01   1.1728978130226877e-08   0.0000000000000000e+00   0.0000000000000000e+00
0016   5.6640625000000000e-02   9.9999906225558866e-01   6.0000000081798710e-01   1.2562165492146092e-08   0.0000000000000000e+00   0.0000000000000000e+00
0017   6.0546875000000000e-02   9.9999907109234809e-01   6.0000000081029448e-01   1.3387794291801429e-08   0.0000000000000000e+00   0.0000000000000000e+00
0018   6.4453125000000000e-02   9.9999908048865571e-01   6.0000000080211724e-01   1.4205369350566038e-08   0.0000000000000000e+00   0.0000000000000000e+00
0019   6.8359375000000000e-02   9.9999909043885382e-01   6.0000000079346028e-01   1.5014399910106660e-08   0.0000000000000000e+00   0.0000000000000000e+00
0020   7.2265625000000000e-02   9.9999910093695621e-01   6.0000000078432858e-01   1.5814401159055348e-08   0.0000000000000000e+00   0.0000000000000000e+00
0021   7.6171875000000000e-02   9.9999911197658631e-01   6.0000000077472759e-01   1.6604892999639979e-08   0.0000000000000000e+00   0.0000000000000000e+00
0022   8.0078125000000000e-02   9.9999912355115683e-01   6.0000000076466276e-01   1.7385401269910763e-08   0.0000000000000000e+00   0.0000000000000000e+00
0023   8.3984375000000000e-02   9.9999913565365983e-01   6.0000000075414006e-01   1.8155457695805074e-08   0.0000000000000000e+00   0.0000000000000000e+00
0024   8.7890625000000000e-02   9.9999914827680991e-01   6.0000000074316484e-01   1.8914600286647972e-08   0.0000000000000000e+00   0.0000000000000000e+00
0025   9.1796875000000000e-02   9.9999916141300793e-01   6.0000000073174342e-01   1.9662372869959158e-08   0.0000000000000000e+00   0.0000000000000000e+00
0026   9.5703125000000000e-02   9.9999917505434754e-01   6.0000000071988180e-01   2.0398326410564592e-08   0.0000000000000000e+00   0.0000000000000000e+00
0027   9.9609375000000000e-02   9.9999918919261432e-01   6.0000000070758608e-01   2.1122018798074825e-08   0.0000000000000000e+00   0.0000000000000000e+00
0028   1.0351562500000000e-01   9.9999920381927587e-01   6.0000000069486237e-01   2.1833013661411446e-08   0.0000000000000000e+00   0.0000000000000000e+00
0029   1.0742187500000000e-01   9.9999921892550503e-01   6.0000000068171733e-01   2.2530883165234195e-08   0.0000000000000000e+00   0.0000000000000000e+00
0030   1.1132812500000000e-01   9.9999923450222439e-01   6.0000000066815773e-01   2.3215205585928572e-08   0.0000000000000000e+00   0.0000000000000000e+00
0031   1.1523437500000000e-01   9.9999925054005556e-01   6.0000000065418979e-01   2.3885567390769568e-08   0.0000000000000000e+00   0.0000000000000000e+00
0032   1.1914062500000000e-01   9.9999926702931707e-01   6.0000000063982017e-01   2.4541562331684823e-08   0.0000000000000000e+00   0.0000000000000000e+00
0033   1.2304687500000000e-01   9.9999928396009086e-01   6.0000000062505598e-01   2.5182792284952995e-08   0.0000000000000000e+00   0.0000000000000000e+00
0034   1.2695312500000000e-01   9.9999930132216119e-01   6.0000000060990410e-01   2.5808866781728011e-08   0.0000000000000000e+00   0.0000000000000000e+00
0035   1.3085937500000000e-01   9.9999931910508710e-01   6.0000000059437164e-01   2.6419403650852106e-08   0.0000000000000000e+00   0.0000000000000000e+00
0036   1.3476562500000000e-01   9.9999933729813806e-01   6.0000000057846647e-01   2.7014029358115656e-08   0.0000000000000000e+00   0.0000000000000000e+00
0037   1.3867187500000000e-01   9.9999935589035005e-01   6.0000000056219571e-01   2.7592378371214143e-08   0.0000000000000000e+00   0.0000000000000000e+00
0038   1.4257812500000000e-01   9.9999937487054702e-01   6.0000000054556757e-01   2.8154094717006764e-08   0.0000000000000000e+00   0.0000000000000000e+00
0039   1.4648437500000000e-01   9.9999939422726836e-01   6.0000000052859070e-01   2.8698829956310858e-08   0.0000000000000000e+00   0.0000000000000000e+00
0040   1.5039062500000000e-01   9.9999941394887337e-01   6.0000000051127389e-01   2.9226246815530517e-08   0.0000000000000000e+00   0.0000000000000000e+00
0041   1.5429687500000000e-01   9.9999943402346048e-01   6.0000000049362656e-01   2.9736016925707211e-08   0.0000000000000000e+00   0.0000000000000000e+00
0042   1.5820312500000000e-01   9.9999945443892935e-01   6.0000000047565816e-01   3.0227822020073523e-08   0.0000000000000000e+00   0.0000000000000000e+00
0043   1.6210937500000000e-01   9.9999947518301535e-01   6.0000000045737922e-01   3.0701353411442821e-08   0.0000000000000000e+00   0.0000000000000000e+00
0044   1.6601562500000000e-01   9.9999949624322682e-01   6.0000000043880075e-01   3.1156313474900200e-08   0.0000000000000000e+00   0.0000000000000000e+00
0045   1.6992187500000000e-01   9.9999951760684636e-01   6.0000000041993495e-01   3.1592415521875620e-08   0.0000000000000000e+00   0.0000000000000000e+00
0046   1.7382812500000000e-01   9.9999953926100804e-01   6.0000000040079438e-01   3.2009384189075312e-08   0.0000000000000000e+00   0.0000000000000000e+00
0047   1.7773437500000000e-01   9.9999956119269551e-01   6.0000000038139245e-01   3.2406955932358701e-08   0.0000000000000000e+00   0.0000000000000000e+00
0048   1.8164062500000000e-01   9.9999958338868045e-01   6.0000000036174417e-01   3.2784879923513375e-08   0.0000000000000000e+00   0.0000000000000000e+00
0049   1.8554687500000000e-01   9.9999960583561320e-01   6.0000000034186396e-01   3.3142916220344928e-08   0.0000000000000000e+00   0.0000000000000000e+00
0050   1.8945312500000000e-01   9.9999962851996549e-01   6.0000000032176815e-01   3.3480839518043973e-08   0.0000000000000000e+00   0.0000000000000000e+00
0051   1.9335937500000000e-01   9.9999965142806080e-01   6.0000000030147427e-01   3.3798437267747617e-08   0.0000000000000000e+00   0.0000000000000000e+00
0052   1.9726562500000000e-01   9.9999967454612848e-01   6.0000000028100198e-01   3.4095513376207265e-08   0.0000000000000000e+00   0.0000000000000000e+00
0053   2.0117187500000000e-01   9.9999969786025755e-01   6.0000000026037292e-01   3.4371887054883823e-08   0.0000000000000000e+00   0.0000000000000000e+00
0054   2.0507812500000000e-01   9.9999972135640403e-01   6.0000000023961009e-01   3.4627394828373542e-08   0.0000000000000000e+00   0.0000000000000000e+00
0055   2.0898437500000000e-01   9.9999974502044620e-01   6.0000000021873601e-01   3.4861886909743734e-08   0.0000000000000000e+00   0.0000000000000000e+00
0056   2.1289062500000000e-01   9.9999976883810415e-01   6.0000000019777178e-01   3.5075228523368127e-08   0.0000000000000000e+00   0.0000000000000000e+00
0057   2.1679687500000000e-01   9.9999979279507190e-01   6.0000000017673982e-01   3.5267296227899173e-08   0.0000000000000000e+00   0.0000000000000000e+00
0058   2.2070312500000000e-01   9.9999981687686923e-01   6.0000000015566257e-01   3.5437992747715681e-08   0.0000000000000000e+00   0.0000000000000000e+00
0059   2.2460937500000000e-01   9.9999984106911677e-01   6.0000000013459698e-01   3.5587235978505409e-08   0.0000000000000000e+00   0.0000000000000000e+00
0060   2.2851562500000000e-01   9.9999986535720853e-01   6.0000000011354915e-01   3.5715017131620385e-08   0.0000000000000000e+00   0.0000000000000000e+00
0061   2.3242187500000000e-01   9.9999988972672682e-01   6.0000000009276278e-01   3.5821286302533962e-08   0.0000000000000000e+00   0.0000000000000000e+00
0062   2.3632812500000000e-01   9.9999991416251932e-01   6.0000000007179377e-01   3.5906230705848508e-08   0.0000000000000000e+00   0.0000000000000000e+00
0063   2.4023437500000000e-01   9.9999993865164993e-01   6.0000000005241294e-01   3.5969671098786503e-08   0.0000000000000000e+00   0.0000000000000000e+00
0064   2.4414062500000000e-01   9.9999996317449724e-01   6.0000000002973530e-01   3.6011949241997749e-08   0.0000000000000000e+00   0.0000000000000000e+00
0065   2.4804687500000000e-01   9.9999998773100018e-01   6.0000000001853970e-01   3.6033119695200687e-08   0.0000000000000000e+00   0.0000000000000000e+00
0066   2.5195312500000000e-01   1.0000000122690320e+00   5.9999999998146014e-01   3.6033135009747929e-08   0.0000000000000000e+00   0.0000000000000000e+00
0067   2.5585937500000000e-01   1.0000000368255244e+00   5.9999999997026332e-01   3.6011995966105219e-08   0.0000000000000000e+00   0.0000000000000000e+00
0068   2.5976562500000000e-01   1.0000000613483537e+00   5.9999999994758635e-01   3.5969748189978329e-08   0.0000000000000000e+00   0.0000000000000000e+00
0069   2.6367187500000000e-01   1.0000000858374885e+00   5.9999999992820541e-01   3.5906337902881994e-08   0.0000000000000000e+00   0.0000000000000000e+00
0070   2.6757812500000000e-01   1.0000001102733158e+00   5.9999999990723618e-01   3.5821422524889637e-08   0.0000000000000000e+00   0.0000000000000000e+00
0071   2.7148437500000000e-01   1.0000001346428080e+00   5.9999999988644981e-01   3.5715182043710041e-08   0.0000000000000000e+00   0.0000000000000000e+00
0072   2.7539062500000000e-01   1.0000001589309018e+00   5.9999999986540209e-01   3.5587429133039105e-08   0.0000000000000000e+00   0.0000000000000000e+00
0073   2.7929687500000000e-01   1.0000001831231475e+00   5.9999999984433661e-01   3.5438213138558121e-08   0.0000000000000000e+00   0.0000000000000000e+00
0074   2.8320312500000000e-01   1.0000002072049570e+00   5.9999999982325924e-01   3.5267543594063307e-08   0.0000000000000000e+00   0.0000000000000000e+00
0075   2.8710937500000000e-01   1.0000002311619283e+00   5.9999999980222718e-01   3.5075501896018456e-08   0.0000000000000000e+00   0.0000000000000000e+00
0076   2.9101562500000000e-01   1.0000002549795570e+00   5.9999999978126273e-01   3.4862186102444980e-08   0.0000000000000000e+00   0.0000000000000000e+00
0077   2.9492187500000000e-01   1.0000002786435853e+00   5.9999999976038854e-01   3.4627719170376724e-08   0.0000000000000000e+00   0.0000000000000000e+00
0078   2.9882812500000000e-01   1.0000003021397743e+00   5.9999999973962526e-01   3.4372236508813235e-08   0.0000000000000000e+00   0.0000000000000000e+00
0079   3.0273437500000000e-01   1.0000003254538750e+00   5.9999999971899565e-01   3.4095886749779112e-08   0.0000000000000000e+00   0.0000000000000000e+00
0080   3.0664062500000000e-01   1.0000003485719429e+00   5.9999999969852258e-01   3.3798834374603276e-08   0.0000000000000000e+00   0.0000000000000000e+00
0081   3.1054687500000000e-01   1.0000003714801007e+00   5.9999999967822781e-01   3.3481259277702194e-08   0.0000000000000000e+00   0.0000000000000000e+00
0082   3.1445312500000000e-01   1.0000003941644213e+00   5.9999999965813111e-01   3.3143357813133735e-08   0.0000000000000000e+00   0.0000000000000000e+00
0083   3.1835937500000000e-01   1.0000004166113243e+00   5.9999999963824990e-01   3.2785342567024861e-08   0.0000000000000000e+00   0.0000000000000000e+00
0084   3.2226562500000000e-01   1.0000004388073034e+00   5.9999999961860018e-01   3.2407438508891195e-08   0.0000000000000000e+00   0.0000000000000000e+00
0085   3.2617187500000000e-01   1.0000004607390152e+00   5.9999999959919703e-01   3.2009885729953929e-08   0.0000000000000000e+00   0.0000000000000000e+00
