# Athena++ data at time=9.775190e+01  cycle=50049  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002   1.9531250000000000e-03   9.9999903481318697e-01   6.0000003604298457e-01  -1.8552414448743771e-11   0.0000000000000000e+00   0.0000000000000000e+00
0003   5.8593750000000000e-03   9.9999903539510793e-01   6.0000003602181573e-01  -2.9710462010522444e-11   0.0000000000000000e+00   0.0000000000000000e+00
0004   9.7656250000000000e-03   9.9999903655865563e-01   6.0000003597952078e-01  -5.2379607528296486e-11   0.0000000000000000e+00   0.0000000000000000e+00
0005   1.3671875000000000e-02   9.9999903830305914e-01   6.0000003591604745e-01  -7.1742750780244433e-11   0.0000000000000000e+00   0.0000000000000000e+00
0006   1.7578125000000000e-02   9.9999904062683664e-01   6.0000003583105421e-01  -9.2696946467704948e-11   0.0000000000000000e+00   0.0000000000000000e+00
0007   2.1484375000000000e-02   9.9999904352876179e-01   6.0000003572472160e-01  -1.1346612979104071e-10   0.0000000000000000e+00   0.0000000000000000e+00
0008   2.5390625000000000e-02   9.9999904700682374e-01   6.0000003559686321e-01  -1.3449580826098576e-10   0.0000000000000000e+00   0.0000000000000000e+00
0009   2.9296875000000000e-02   9.9999905105889153e-01   6.0000003544752956e-01  -1.5554164770232229e-10   0.0000000000000000e+00   0.0000000000000000e+00
0010   3.3203125000000000e-02   9.9999905568247782e-01   6.0000003527673074e-01  -1.7659727079202342e-10   0.0000000000000000e+00   0.0000000000000000e+00
0011   3.7109375000000000e-02   9.9999906087473234e-01   6.0000003508454947e-01  -1.9760468597200379e-10   0.0000000000000000e+00   0.0000000000000000e+00
0012   4.1015625000000000e-02   9.9999906663252769e-01   6.0000003487108444e-01  -2.1854185836674779e-10   0.0000000000000000e+00   0.0000000000000000e+00
0013   4.4921875000000000e-02   9.9999907295238699e-01   6.0000003463646034e-01  -2.3938577342350835e-10   0.0000000000000000e+00   0.0000000000000000e+00
0014   4.8828125000000000e-02   9.9999907983052361e-01   6.0000003438081351e-01  -2.6011547785781811e-10   0.0000000000000000e+00   0.0000000000000000e+00
0015   5.2734375000000000e-02   9.9999908726276598e-01   6.0000003410429481e-01  -2.8070923619713219e-10   0.0000000000000000e+00   0.0000000000000000e+00
0016   5.6640625000000000e-02   9.9999909524464248e-01   6.0000003380706912e-01  -3.0114370133729059e-10   0.0000000000000000e+00   0.0000000000000000e+00
0017   6.0546875000000000e-02   9.9999910377134993e-01   6.0000003348931763e-01  -3.2139707385432646e-10   0.0000000000000000e+00   0.0000000000000000e+00
0018   6.4453125000000000e-02   9.9999911283775245e-01   6.0000003315123862e-01  -3.4145002853815878e-10   0.0000000000000000e+00   0.0000000000000000e+00
0019   6.8359375000000000e-02   9.9999912243841471e-01   6.0000003279304492e-01  -3.6128634562867293e-10   0.0000000000000000e+00   0.0000000000000000e+00
0020   7.2265625000000000e-02   9.9999913256757444e-01   6.0000003241496380e-01  -3.8088948410032693e-10   0.0000000000000000e+00   0.0000000000000000e+00
0021   7.6171875000000000e-02   9.9999914321907335e-01   6.0000003201723506e-01  -4.0024508173300029e-10   0.0000000000000000e+00   0.0000000000000000e+00
0022   8.0078125000000000e-02   9.9999915438658571e-01   6.0000003160011051e-01  -4.1933902502551430e-10   0.0000000000000000e+00   0.0000000000000000e+00
0023   8.3984375000000000e-02   9.9999916606335804e-01   6.0000003116385447e-01  -4.3815813048589257e-10   0.0000000000000000e+00   0.0000000000000000e+00
0024   8.7890625000000000e-02   9.9999917824237383e-01   6.0000003070874264e-01  -4.5668948834040164e-10   0.0000000000000000e+00   0.0000000000000000e+00
0025   9.1796875000000000e-02   9.9999919091631584e-01   6.0000003023506177e-01  -4.7492223168264486e-10   0.0000000000000000e+00   0.0000000000000000e+00
0026   9.5703125000000000e-02   9.9999920407755882e-01   6.0000002974310973e-01  -4.9284498792332143e-10   0.0000000000000000e+00   0.0000000000000000e+00
0027   9.9609375000000000e-02   9.9999921771821365e-01   6.0000002923319506e-01  -5.1044787959145611e-10   0.0000000000000000e+00   0.0000000000000000e+00
0028   1.0351562500000000e-01   9.9999923183003292e-01   6.0000002870563618e-01  -5.2772221957831457e-10   0.0000000000000000e+00   0.0000000000000000e+00
0029   1.0742187500000000e-01   9.9999924640454485e-01   6.0000002816076126e-01  -5.4465805001380322e-10   0.0000000000000000e+00   0.0000000000000000e+00
0030   1.1132812500000000e-01   9.9999926143296658e-01   6.0000002759890825e-01  -5.6124712511568619e-10   0.0000000000000000e+00   0.0000000000000000e+00
0031   1.1523437500000000e-01   9.9999927690628543e-01   6.0000002702042377e-01  -5.7748083202926660e-10   0.0000000000000000e+00   0.0000000000000000e+00
0032   1.1914062500000000e-01   9.9999929281515731e-01   6.0000002642566408e-01  -5.9335187943610873e-10   0.0000000000000000e+00   0.0000000000000000e+00
0033   1.2304687500000000e-01   9.9999930915002344e-01   6.0000002581499368e-01  -6.0885245194829311e-10   0.0000000000000000e+00   0.0000000000000000e+00
0034   1.2695312500000000e-01   9.9999932590104001e-01   6.0000002518878548e-01  -6.2397486586556782e-10   0.0000000000000000e+00   0.0000000000000000e+00
0035   1.3085937500000000e-01   9.9999934305814497e-01   6.0000002454742174e-01  -6.3871230482561905e-10   0.0000000000000000e+00   0.0000000000000000e+00
0036   1.3476562500000000e-01   9.9999936061096262e-01   6.0000002389129203e-01  -6.5305807073142019e-10   0.0000000000000000e+00   0.0000000000000000e+00
0037   1.3867187500000000e-01   9.9999937854895837e-01   6.0000002322079404e-01  -6.6700439325844009e-10   0.0000000000000000e+00   0.0000000000000000e+00
0038   1.4257812500000000e-01   9.9999939686131611e-01   6.0000002253633300e-01  -6.8054534329196885e-10   0.0000000000000000e+00   0.0000000000000000e+00
0039   1.4648437500000000e-01   9.9999941553700777e-01   6.0000002183832246e-01  -6.9367390311130313e-10   0.0000000000000000e+00   0.0000000000000000e+00
0040   1.5039062500000000e-01   9.9999943456479434e-01   6.0000002112718309e-01  -7.0638340154763574e-10   0.0000000000000000e+00   0.0000000000000000e+00
0041   1.5429687500000000e-01   9.9999945393318479e-01   6.0000002040334277e-01  -7.1866694349306986e-10   0.0000000000000000e+00   0.0000000000000000e+00
0042   1.5820312500000000e-01   9.9999947363052422e-01   6.0000001966723671e-01  -7.3051893201694206e-10   0.0000000000000000e+00   0.0000000000000000e+00
0043   1.6210937500000000e-01   9.9999949364495999e-01   6.0000001891930688e-01  -7.4193261051020612e-10   0.0000000000000000e+00   0.0000000000000000e+00
0044   1.6601562500000000e-01   9.9999951396444242e-01   6.0000001816000259e-01  -7.5290163496966884e-10   0.0000000000000000e+00   0.0000000000000000e+00
0045   1.6992187500000000e-01   9.9999953457670832e-01   6.0000001738977937e-01  -7.6342038620180233e-10   0.0000000000000000e+00   0.0000000000000000e+00
0046   1.7382812500000000e-01   9.9999955546933272e-01   6.0000001660909852e-01  -7.7348268674780923e-10   0.0000000000000000e+00   0.0000000000000000e+00
0047   1.7773437500000000e-01   9.9999957662975336e-01   6.0000001581842888e-01  -7.8308264821317062e-10   0.0000000000000000e+00   0.0000000000000000e+00
0048   1.8164062500000000e-01   9.9999959804520289e-01   6.0000001501824451e-01  -7.9221504118854388e-10   0.0000000000000000e+00   0.0000000000000000e+00
0049   1.8554687500000000e-01   9.9999961970279849e-01   6.0000001420902493e-01  -8.0087395841079632e-10   0.0000000000000000e+00   0.0000000000000000e+00
0050   1.8945312500000000e-01   9.9999964158947863e-01   6.0000001339125597e-01  -8.0905465176557209e-10   0.0000000000000000e+00   0.0000000000000000e+00
0051   1.9335937500000000e-01   9.9999966369203663e-01   6.0000001256542812e-01  -8.1675202344289962e-10   0.0000000000000000e+00   0.0000000000000000e+00
0052   1.9726562500000000e-01   9.9999968599719435e-01   6.0000001173203732e-01  -8.2396061458768683e-10   0.0000000000000000e+00   0.0000000000000000e+00
0053   2.0117187500000000e-01   9.9999970849149267e-01   6.0000001089158350e-01  -8.3067668759843599e-10   0.0000000000000000e+00   0.0000000000000000e+00
0054   2.0507812500000000e-01   9.9999973116139640e-01   6.0000001004457182e-01  -8.3689510002072249e-10   0.0000000000000000e+00   0.0000000000000000e+00
0055   2.0898437500000000e-01   9.9999975399324914e-01   6.0000000919151075e-01  -8.4261244488134516e-10   0.0000000000000000e+00   0.0000000000000000e+00
0056   2.1289062500000000e-01   9.9999977697327391e-01   6.0000000833291345e-01  -8.4782475920016813e-10   0.0000000000000000e+00   0.0000000000000000e+00
0057   2.1679687500000000e-01   9.9999980008765943e-01   6.0000000746929605e-01  -8.5252904017347292e-10   0.0000000000000000e+00   0.0000000000000000e+00
0058   2.2070312500000000e-01   9.9999982332241955e-01   6.0000000660117914e-01  -8.5672219836767227e-10   0.0000000000000000e+00   0.0000000000000000e+00
0059   2.2460937500000000e-01   9.9999984666363284e-01   6.0000000572908274e-01  -8.6040150873955009e-10   0.0000000000000000e+00   0.0000000000000000e+00
0060   2.2851562500000000e-01   9.9999987009723112e-01   6.0000000485353833e-01  -8.6356529316444939e-10   0.0000000000000000e+00   0.0000000000000000e+00
0061   2.3242187500000000e-01   9.9999989360904828e-01   6.0000000397505449e-01  -8.6621126295771692e-10   0.0000000000000000e+00   0.0000000000000000e+00
0062   2.3632812500000000e-01   9.9999991718498105e-01   6.0000000309421642e-01  -8.6833554137121007e-10   0.0000000000000000e+00   0.0000000000000000e+00
0063   2.4023437500000000e-01   9.9999994081067145e-01   6.0000000221139616e-01  -8.6995937157721066e-10   0.0000000000000000e+00   0.0000000000000000e+00
0064   2.4414062500000000e-01   9.9999996447233630e-01   6.0000000132753573e-01  -8.7100767208496336e-10   0.0000000000000000e+00   0.0000000000000000e+00
0065   2.4804687500000000e-01   9.9999998815467739e-01   6.0000000044218293e-01  -8.7170768722819100e-10   0.0000000000000000e+00   0.0000000000000000e+00
0066   2.5195312500000000e-01   1.0000000118454002e+00   5.9999999955778727e-01  -8.7172116070914355e-10   0.0000000000000000e+00   0.0000000000000000e+00
0067   2.5585937500000000e-01   1.0000000355277376e+00   5.9999999867243548e-01  -8.7104798295777402e-10   0.0000000000000000e+00   0.0000000000000000e+00
0068   2.5976562500000000e-01   1.0000000591893718e+00   5.9999999778857505e-01  -8.7002693620163477e-10   0.0000000000000000e+00   0.0000000000000000e+00
0069   2.6367187500000000e-01   1.0000000828150686e+00   5.9999999690575401e-01  -8.6843051967905931e-10   0.0000000000000000e+00   0.0000000000000000e+00
0070   2.6757812500000000e-01   1.0000001063910313e+00   5.9999999602491638e-01  -8.6633281329068542e-10   0.0000000000000000e+00   0.0000000000000000e+00
0071   2.7148437500000000e-01   1.0000001299028280e+00   5.9999999514643276e-01  -8.6371384485083170e-10   0.0000000000000000e+00   0.0000000000000000e+00
0072   2.7539062500000000e-01   1.0000001533364244e+00   5.9999999427088890e-01  -8.6057660120902941e-10   0.0000000000000000e+00   0.0000000000000000e+00
0073   2.7929687500000000e-01   1.0000001766776310e+00   5.9999999339879306e-01  -8.5692348699760322e-10   0.0000000000000000e+00   0.0000000000000000e+00
0074   2.8320312500000000e-01   1.0000001999124077e+00   5.9999999253067660e-01  -8.5275566287794960e-10   0.0000000000000000e+00   0.0000000000000000e+00
0075   2.8710937500000000e-01   1.0000002230267919e+00   5.9999999166705986e-01  -8.4807615597680949e-10   0.0000000000000000e+00   0.0000000000000000e+00
0076   2.9101562500000000e-01   1.0000002460067932e+00   5.9999999080846311e-01  -8.4288761260853503e-10   0.0000000000000000e+00   0.0000000000000000e+00
0077   2.9492187500000000e-01   1.0000002688386356e+00   5.9999998995540249e-01  -8.3719359827160569e-10   0.0000000000000000e+00   0.0000000000000000e+00
0078   2.9882812500000000e-01   1.0000002915085755e+00   5.9999998910839103e-01  -8.3099770713385822e-10   0.0000000000000000e+00   0.0000000000000000e+00
0079   3.0273437500000000e-01   1.0000003140028457e+00   5.9999998826793766e-01  -8.2430342431687785e-10   0.0000000000000000e+00   0.0000000000000000e+00
0080   3.0664062500000000e-01   1.0000003363079872e+00   5.9999998743454686e-01  -8.1711511341225289e-10   0.0000000000000000e+00   0.0000000000000000e+00
0081   3.1054687500000000e-01   1.0000003584106212e+00   5.9999998660871945e-01  -8.0943737228373785e-10   0.0000000000000000e+00   0.0000000000000000e+00
0082   3.1445312500000000e-01   1.0000003802972619e+00   5.9999998579095115e-01  -8.0127506693175199e-10   0.0000000000000000e+00   0.0000000000000000e+00
0083   3.1835937500000000e-01   1.0000004019548296e+00   5.9999998498173213e-01  -7.9263240411870186e-10   0.0000000000000000e+00   0.0000000000000000e+00
0084   3.2226562500000000e-01   1.0000004233702682e+00   5.9999998418154832e-01  -7.8351543884661291e-10   0.0000000000000000e+00   0.0000000000000000e+00
0085   3.2617187500000000e-01   1.0000004445307131e+00   5.9999998339087901e-01  -7.7392937329048707e-10   0.0000000000000000e+00   0.0000000000000000e+00
0086   3.3007812500000000e-01   1.0000004654233494e+00   5.9999998261019882e-01  -7.6388037085737389e-10   0.0000000000000000e+00   0.0000000000000000e+00
0087   3.3398437500000000e-01   1.0000004860356129e+00   5.9999998183997560e-01  -7.5337342823424095e-10   0.0000000000000000e+00   0.0000000000000000e+00
0088   3.3789062500000000e-01   1.0000005063550437e+00   5.9999998108067121e-01  -7.4241550749546612e-10   0.0000000000000000e+00   0.0000000000000000e+00
0089   3.4179687500000000e-01   1.0000005263694944e+00   5.9999998033274149e-01  -7.3101141027108923e-10   0.0000000000000000e+00   0.0000000000000000e+00
0090   3.4570312500000000e-01   1.0000005460668469e+00   5.9999997959663498e-01  -7.1916837657134528e-10   0.0000000000000000e+00   0.0000000000000000e+00
0091   3.4960937500000000e-01   1.0000005654352375e+00   5.9999997887279433e-01  -7.0689238230772439e-10   0.0000000000000000e+00   0.0000000000000000e+00
0092   3.5351562500000000e-01   1.0000005844630124e+00   5.9999997816165451e-01  -6.9418977099957071e-10   0.0000000000000000e+00   0.0000000000000000e+00
0093   3.5742187500000000e-01   1.0000006031387052e+00   5.9999997746364375e-01  -6.8106740177059489e-10   0.0000000000000000e+00   0.0000000000000000e+00
0094   3.6132812500000000e-01   1.0000006214510477e+00   5.9999997677918271e-01  -6.6753153703971208e-10   0.0000000000000000e+00   0.0000000000000000e+00
0095   3.6523437500000000e-01   1.0000006393890497e+00   5.9999997610868461e-01  -6.5358852477865304e-10   0.0000000000000000e+00   0.0000000000000000e+00
0096   3.6914062500000000e-01   1.0000006569418671e+00   5.9999997545255457e-01  -6.3924582223354144e-10   0.0000000000000000e+00   0.0000000000000000e+00
0097   3.7304687500000000e-01   1.0000006740989618e+00   5.9999997481119083e-01  -6.2450952364951939e-10   0.0000000000000000e+00   0.0000000000000000e+00
0098   3.7695312500000000e-01   1.0000006908499719e+00   5.9999997418498274e-01  -6.0938684892304779e-10   0.0000000000000000e+00   0.0000000000000000e+00
0099   3.8085937500000000e-01   1.0000007071848434e+00   5.9999997357431178e-01  -5.9388532228082330e-10   0.0000000000000000e+00   0.0000000000000000e+00
0100   3.8476562500000000e-01   1.0000007230937213e+00   5.9999997297955199e-01  -5.7801229190840371e-10   0.0000000000000000e+00   0.0000000000000000e+00
0101   3.8867187500000000e-01   1.0000007385670160e+00   5.9999997240106773e-01  -5.6177486491199613e-10   0.0000000000000000e+00   0.0000000000000000e+00
0102   3.9257812500000000e-01   1.0000007535954645e+00   5.9999997183921483e-01  -5.4518111434261866e-10   0.0000000000000000e+00   0.0000000000000000e+00
0103   3.9648437500000000e-01   1.0000007681699397e+00   5.9999997129434013e-01  -5.2823954043952226e-10   0.0000000000000000e+00   0.0000000000000000e+00
0104   4.0039062500000000e-01   1.0000007822817565e+00   5.9999997076678147e-01  -5.1095820164836438e-10   0.0000000000000000e+00   0.0000000000000000e+00
0105   4.0429687500000000e-01   1.0000007959224033e+00   5.9999997025686724e-01  -4.9334616043391632e-10   0.0000000000000000e+00   0.0000000000000000e+00
0106   4.0820312500000000e-01   1.0000008090836432e+00   5.9999996976491554e-01  -4.7541351815545091e-10   0.0000000000000000e+00   0.0000000000000000e+00
0107   4.1210937500000000e-01   1.0000008217575995e+00   5.9999996929123489e-01  -4.5716955452289672e-10   0.0000000000000000e+00   0.0000000000000000e+00
