# Athena++ data at time=1.742519e+02  cycle=89217  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002   1.9531250000000000e-03   9.9999896279349665e-01   5.9999996402320821e-01   1.8569242957151333e-11   0.0000000000000000e+00   0.0000000000000000e+00
0003   5.8593750000000000e-03   9.9999896341764738e-01   5.9999996404428713e-01   2.9872228851175180e-11   0.0000000000000000e+00   0.0000000000000000e+00
0004   9.7656250000000000e-03   9.9999896466559945e-01   5.9999996408639500e-01   5.2635204805961817e-11   0.0000000000000000e+00   0.0000000000000000e+00
0005   1.3671875000000000e-02   9.9999896653667253e-01   5.9999996414959045e-01   7.2104763799448676e-11   0.0000000000000000e+00   0.0000000000000000e+00
0006   1.7578125000000000e-02   9.9999896903006014e-01   5.9999996423421620e-01   9.3158552392508699e-11   0.0000000000000000e+00   0.0000000000000000e+00
0007   2.1484375000000000e-02   9.9999897214421218e-01   5.9999996434009573e-01   1.1403027818267737e-10   0.0000000000000000e+00   0.0000000000000000e+00
0008   2.5390625000000000e-02   9.9999897587744468e-01   5.9999996446741910e-01   1.3516477493021747e-10   0.0000000000000000e+00   0.0000000000000000e+00
0009   2.9296875000000000e-02   9.9999898022757028e-01   5.9999996461613936e-01   1.5632063677231697e-10   0.0000000000000000e+00   0.0000000000000000e+00
0010   3.3203125000000000e-02   9.9999898519206443e-01   5.9999996478625217e-01   1.7749477950776332e-10   0.0000000000000000e+00   0.0000000000000000e+00
0011   3.7109375000000000e-02   9.9999899076792476e-01   5.9999996497767960e-01   1.9863059720936856e-10   0.0000000000000000e+00   0.0000000000000000e+00
0012   4.1015625000000000e-02   9.9999899695183558e-01   5.9999996519032905e-01   2.1970839966071457e-10   0.0000000000000000e+00   0.0000000000000000e+00
0013   4.4921875000000000e-02   9.9999900374007633e-01   5.9999996542408296e-01   2.4070515463726943e-10   0.0000000000000000e+00   0.0000000000000000e+00
0014   4.8828125000000000e-02   9.9999901112857736e-01   5.9999996567881053e-01   2.6160165506082754e-10   0.0000000000000000e+00   0.0000000000000000e+00
0015   5.2734375000000000e-02   9.9999901911289024e-01   5.9999996595436789e-01   2.8237511710080411e-10   0.0000000000000000e+00   0.0000000000000000e+00
0016   5.6640625000000000e-02   9.9999902768823346e-01   5.9999996625059626e-01   3.0300299008502488e-10   0.0000000000000000e+00   0.0000000000000000e+00
0017   6.0546875000000000e-02   9.9999903684939906e-01   5.9999996656732091e-01   3.2346251686284742e-10   0.0000000000000000e+00   0.0000000000000000e+00
0018   6.4453125000000000e-02   9.9999904659091621e-01   5.9999996690435065e-01   3.4373476229322592e-10   0.0000000000000000e+00   0.0000000000000000e+00
0019   6.8359375000000000e-02   9.9999905690690072e-01   5.9999996726147797e-01   3.6380055447390017e-10   0.0000000000000000e+00   0.0000000000000000e+00
0020   7.2265625000000000e-02   9.9999906779113379e-01   5.9999996763848151e-01   3.8364368792012019e-10   0.0000000000000000e+00   0.0000000000000000e+00
0021   7.6171875000000000e-02   9.9999907923700193e-01   5.9999996803512623e-01   4.0324760386593704e-10   0.0000000000000000e+00   0.0000000000000000e+00
0022   8.0078125000000000e-02   9.9999909123767927e-01   5.9999996845116443e-01   4.2259664974297450e-10   0.0000000000000000e+00   0.0000000000000000e+00
0023   8.3984375000000000e-02   9.9999910378587276e-01   5.9999996888633655e-01   4.4167580770573409e-10   0.0000000000000000e+00   0.0000000000000000e+00
0024   8.7890625000000000e-02   9.9999911687403920e-01   5.9999996934037025e-01   4.6047045678304114e-10   0.0000000000000000e+00   0.0000000000000000e+00
0025   9.1796875000000000e-02   9.9999913049425915e-01   5.9999996981298109e-01   4.7896758418891513e-10   0.0000000000000000e+00   0.0000000000000000e+00
0026   9.5703125000000000e-02   9.9999914463834738e-01   5.9999997030387275e-01   4.9715520438861976e-10   0.0000000000000000e+00   0.0000000000000000e+00
0027   9.9609375000000000e-02   9.9999915929777028e-01   5.9999997081273848e-01   5.1502043280628953e-10   0.0000000000000000e+00   0.0000000000000000e+00
0028   1.0351562500000000e-01   9.9999917446368325e-01   5.9999997133926086e-01   5.3255299457962029e-10   0.0000000000000000e+00   0.0000000000000000e+00
0029   1.0742187500000000e-01   9.9999919012690830e-01   5.9999997188311105e-01   5.4974165024143036e-10   0.0000000000000000e+00   0.0000000000000000e+00
0030   1.1132812500000000e-01   9.9999920627801586e-01   5.9999997244395120e-01   5.6657650319469916e-10   0.0000000000000000e+00   0.0000000000000000e+00
0031   1.1523437500000000e-01   9.9999922290731180e-01   5.9999997302143360e-01   5.8304802389745537e-10   0.0000000000000000e+00   0.0000000000000000e+00
0032   1.1914062500000000e-01   9.9999924000470308e-01   5.9999997361520074e-01   5.9914666520401601e-10   0.0000000000000000e+00   0.0000000000000000e+00
0033   1.2304687500000000e-01   9.9999925755992825e-01   5.9999997422488549e-01   6.1486474522792355e-10   0.0000000000000000e+00   0.0000000000000000e+00
0034   1.2695312500000000e-01   9.9999927556236845e-01   5.9999997485011314e-01   6.3019296014207915e-10   0.0000000000000000e+00   0.0000000000000000e+00
0035   1.3085937500000000e-01   9.9999929400121679e-01   5.9999997549049933e-01   6.4512393294503003e-10   0.0000000000000000e+00   0.0000000000000000e+00
0036   1.3476562500000000e-01   9.9999931286531363e-01   5.9999997614565126e-01   6.5965013109245780e-10   0.0000000000000000e+00   0.0000000000000000e+00
0037   1.3867187500000000e-01   9.9999933214332759e-01   5.9999997681516881e-01   6.7376438638481021e-10   0.0000000000000000e+00   0.0000000000000000e+00
0038   1.4257812500000000e-01   9.9999935182359923e-01   5.9999997749864376e-01   6.8745973845701068e-10   0.0000000000000000e+00   0.0000000000000000e+00
0039   1.4648437500000000e-01   9.9999937189431010e-01   5.9999997819565909e-01   7.0072986845621758e-10   0.0000000000000000e+00   0.0000000000000000e+00
0040   1.5039062500000000e-01   9.9999939234338298e-01   5.9999997890579215e-01   7.1356747760483163e-10   0.0000000000000000e+00   0.0000000000000000e+00
0041   1.5429687500000000e-01   9.9999941315843843e-01   5.9999997962861185e-01   7.2596720480500560e-10   0.0000000000000000e+00   0.0000000000000000e+00
0042   1.5820312500000000e-01   9.9999943432693039e-01   5.9999998036368030e-01   7.3792265154664544e-10   0.0000000000000000e+00   0.0000000000000000e+00
0043   1.6210937500000000e-01   9.9999945583618677e-01   5.9999998111055308e-01   7.4942783385362625e-10   0.0000000000000000e+00   0.0000000000000000e+00
0044   1.6601562500000000e-01   9.9999947767318176e-01   5.9999998186877934e-01   7.6047762181668683e-10   0.0000000000000000e+00   0.0000000000000000e+00
0045   1.6992187500000000e-01   9.9999949982478331e-01   5.9999998263790177e-01   7.7106593715160337e-10   0.0000000000000000e+00   0.0000000000000000e+00
0046   1.7382812500000000e-01   9.9999952227765587e-01   5.9999998341745664e-01   7.8118781864824706e-10   0.0000000000000000e+00   0.0000000000000000e+00
0047   1.7773437500000000e-01   9.9999954501825394e-01   5.9999998420697453e-01   7.9083790423764492e-10   0.0000000000000000e+00   0.0000000000000000e+00
0048   1.8164062500000000e-01   9.9999956803290702e-01   5.9999998500598095e-01   8.0001054539011147e-10   0.0000000000000000e+00   0.0000000000000000e+00
0049   1.8554687500000000e-01   9.9999959130771499e-01   5.9999998581399516e-01   8.0870207535737051e-10   0.0000000000000000e+00   0.0000000000000000e+00
0050   1.8945312500000000e-01   9.9999961482871058e-01   5.9999998663053133e-01   8.1690710937135543e-10   0.0000000000000000e+00   0.0000000000000000e+00
0051   1.9335937500000000e-01   9.9999963858166330e-01   5.9999998745509908e-01   8.2462105939869197e-10   0.0000000000000000e+00   0.0000000000000000e+00
0052   1.9726562500000000e-01   9.9999966255229855e-01   5.9999998828720347e-01   8.3184029451218281e-10   0.0000000000000000e+00   0.0000000000000000e+00
