# Athena++ data at time=1.525195e+01  cycle=7809  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002   1.9531250000000000e-03   9.9999896265107924e-01   5.9999996388080734e-01   1.8745362775119704e-11   0.0000000000000000e+00   0.0000000000000000e+00
0003   5.8593750000000000e-03   9.9999896327556614e-01   5.9999996390219501e-01   3.0027695995259047e-11   0.0000000000000000e+00   0.0000000000000000e+00
0004   9.7656250000000000e-03   9.9999896452414749e-01   5.9999996394493416e-01   5.2913298017894145e-11   0.0000000000000000e+00   0.0000000000000000e+00
0005   1.3671875000000000e-02   9.9999896639612906e-01   5.9999996400905509e-01   7.2441061000805541e-11   0.0000000000000000e+00   0.0000000000000000e+00
0006   1.7578125000000000e-02   9.9999896889074980e-01   5.9999996409489642e-01   9.3538400358957135e-11   0.0000000000000000e+00   0.0000000000000000e+00
0007   2.1484375000000000e-02   9.9999897200637067e-01   5.9999996420225410e-01   1.1440888123056123e-10   0.0000000000000000e+00   0.0000000000000000e+00
0008   2.5390625000000000e-02   9.9999897574132424e-01   5.9999996433129710e-01   1.3549427895851010e-10   0.0000000000000000e+00   0.0000000000000000e+00
0009   2.9296875000000000e-02   9.9999898009338217e-01   5.9999996448194937e-01   1.5654375887872456e-10   0.0000000000000000e+00   0.0000000000000000e+00
0010   3.3203125000000000e-02   9.9999898505997731e-01   5.9999996465417582e-01   1.7754819816131242e-10   0.0000000000000000e+00   0.0000000000000000e+00
0011   3.7109375000000000e-02   9.9999899063809838e-01   5.9999996484786566e-01   1.9844893868012953e-10   0.0000000000000000e+00   0.0000000000000000e+00
0012   4.1015625000000000e-02   9.9999899682439830e-01   5.9999996506289277e-01   2.1922401448713072e-10   0.0000000000000000e+00   0.0000000000000000e+00
0013   4.4921875000000000e-02   9.9999900361509797e-01   5.9999996529910682e-01   2.3985363151301048e-10   0.0000000000000000e+00   0.0000000000000000e+00
0014   4.8828125000000000e-02   9.9999901100611521e-01   5.9999996555634560e-01   2.6032111299169650e-10   0.0000000000000000e+00   0.0000000000000000e+00
0015   5.2734375000000000e-02   9.9999901899296872e-01   5.9999996583443582e-01   2.8060952119640215e-10   0.0000000000000000e+00   0.0000000000000000e+00
0016   5.6640625000000000e-02   9.9999902757082682e-01   5.9999996613319251e-01   3.0070222609435446e-10   0.0000000000000000e+00   0.0000000000000000e+00
0017   6.0546875000000000e-02   9.9999903673451562e-01   5.9999996645241793e-01   3.2058477557073039e-10   0.0000000000000000e+00   0.0000000000000000e+00
0018   6.4453125000000000e-02   9.9999904647848470e-01   5.9999996679190137e-01   3.4024571992071799e-10   0.0000000000000000e+00   0.0000000000000000e+00
0019   6.8359375000000000e-02   9.9999905679684986e-01   5.9999996715142045e-01   3.5967504921805254e-10   0.0000000000000000e+00   0.0000000000000000e+00
0020   7.2265625000000000e-02   9.9999906768338209e-01   5.9999996753074269e-01   3.7886512389213524e-10   0.0000000000000000e+00   0.0000000000000000e+00
0021   7.6171875000000000e-02   9.9999907913151376e-01   5.9999996792962629e-01   3.9780810014658686e-10   0.0000000000000000e+00   0.0000000000000000e+00
0022   8.0078125000000000e-02   9.9999909113432728e-01   5.9999996834782066e-01   4.1649603450951543e-10   0.0000000000000000e+00   0.0000000000000000e+00
0023   8.3984375000000000e-02   9.9999910368460787e-01   5.9999996878506623e-01   4.3492180454839657e-10   0.0000000000000000e+00   0.0000000000000000e+00
0024   8.7890625000000000e-02   9.9999911677476649e-01   5.9999996924109489e-01   4.5307719450696030e-10   0.0000000000000000e+00   0.0000000000000000e+00
0025   9.1796875000000000e-02   9.9999913039691746e-01   5.9999996971562841e-01   4.7095429290248412e-10   0.0000000000000000e+00   0.0000000000000000e+00
0026   9.5703125000000000e-02   9.9999914454286642e-01   5.9999997020837914e-01   4.8854524689090587e-10   0.0000000000000000e+00   0.0000000000000000e+00
0027   9.9609375000000000e-02   9.9999915920408966e-01   5.9999997071905087e-01   5.0584160267743710e-10   0.0000000000000000e+00   0.0000000000000000e+00
0028   1.0351562500000000e-01   9.9999917437175856e-01   5.9999997124733695e-01   5.2283528087461590e-10   0.0000000000000000e+00   0.0000000000000000e+00
0029   1.0742187500000000e-01   9.9999919003670890e-01   5.9999997179292175e-01   5.3951619437488629e-10   0.0000000000000000e+00   0.0000000000000000e+00
0030   1.1132812500000000e-01   9.9999920618955584e-01   5.9999997235547931e-01   5.5587537545254909e-10   0.0000000000000000e+00   0.0000000000000000e+00
0031   1.1523437500000000e-01   9.9999922282054055e-01   5.9999997293467355e-01   5.7190392543925738e-10   0.0000000000000000e+00   0.0000000000000000e+00
0032   1.1914062500000000e-01   9.9999923991966200e-01   5.9999997353015988e-01   5.8759154964821612e-10   0.0000000000000000e+00   0.0000000000000000e+00
0033   1.2304687500000000e-01   9.9999925747661711e-01   5.9999997414158190e-01   6.0292858926222865e-10   0.0000000000000000e+00   0.0000000000000000e+00
0034   1.2695312500000000e-01   9.9999927548082868e-01   5.9999997476857403e-01   6.1790551459817227e-10   0.0000000000000000e+00   0.0000000000000000e+00
0035   1.3085937500000000e-01   9.9999929392147002e-01   5.9999997541076122e-01   6.3251267378508018e-10   0.0000000000000000e+00   0.0000000000000000e+00
0036   1.3476562500000000e-01   9.9999931278742238e-01   5.9999997606775846e-01   6.4674104183722673e-10   0.0000000000000000e+00   0.0000000000000000e+00
0037   1.3867187500000000e-01   9.9999933206731895e-01   5.9999997673917160e-01   6.6058084049439358e-10   0.0000000000000000e+00   0.0000000000000000e+00
0038   1.4257812500000000e-01   9.9999935174956101e-01   5.9999997742459743e-01   6.7402372883503593e-10   0.0000000000000000e+00   0.0000000000000000e+00
0039   1.4648437500000000e-01   9.9999937182228027e-01   5.9999997812362327e-01   6.8706085257891306e-10   0.0000000000000000e+00   0.0000000000000000e+00
0040   1.5039062500000000e-01   9.9999939227340584e-01   5.9999997883582901e-01   6.9968438939520009e-10   0.0000000000000000e+00   0.0000000000000000e+00
0041   1.5429687500000000e-01   9.9999941309059714e-01   5.9999997956078521e-01   7.1188651739570540e-10   0.0000000000000000e+00   0.0000000000000000e+00
0042   1.5820312500000000e-01   9.9999943426131310e-01   5.9999998029805524e-01   7.2365889892289558e-10   0.0000000000000000e+00   0.0000000000000000e+00
0043   1.6210937500000000e-01   9.9999945577282490e-01   5.9999998104719499e-01   7.3499510115223854e-10   0.0000000000000000e+00   0.0000000000000000e+00
0044   1.6601562500000000e-01   9.9999947761215746e-01   5.9999998180775260e-01   7.4588764534324206e-10   0.0000000000000000e+00   0.0000000000000000e+00
0045   1.6992187500000000e-01   9.9999949976615232e-01   5.9999998257926923e-01   7.5633030254303321e-10   0.0000000000000000e+00   0.0000000000000000e+00
0046   1.7382812500000000e-01   9.9999952222147526e-01   5.9999998336128024e-01   7.6631661973045145e-10   0.0000000000000000e+00   0.0000000000000000e+00
