# Athena++ data at time=4.550193e+01  cycle=23297  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002   1.9531250000000000e-03   9.9999899790375923e-01   5.9999999913352464e-01  -4.4269413060571644e-10   0.0000000000000000e+00   0.0000000000000000e+00
0003   5.8593750000000000e-03   9.9999899850754925e-01   5.9999999913420810e-01  -1.3290738421445741e-09   0.0000000000000000e+00   0.0000000000000000e+00
0004   9.7656250000000000e-03   9.9999899971440953e-01   5.9999999913523372e-01  -2.2139445237308391e-09   0.0000000000000000e+00   0.0000000000000000e+00
0005   1.3671875000000000e-02   9.9999900152386678e-01   5.9999999913683177e-01  -3.0977799437421615e-09   0.0000000000000000e+00   0.0000000000000000e+00
0006   1.7578125000000000e-02   9.9999900393474583e-01   5.9999999913892610e-01  -3.9796299672314049e-09   0.0000000000000000e+00   0.0000000000000000e+00
0007   2.1484375000000000e-02   9.9999900694561872e-01   5.9999999914153890e-01  -4.8591244144153351e-09   0.0000000000000000e+00   0.0000000000000000e+00
0008   2.5390625000000000e-02   9.9999901055465923e-01   5.9999999914466673e-01  -5.7356764335440022e-09   0.0000000000000000e+00   0.0000000000000000e+00
0009   2.9296875000000000e-02   9.9999901475970221e-01   5.9999999914830737e-01  -6.6087776206735870e-09   0.0000000000000000e+00   0.0000000000000000e+00
0010   3.3203125000000000e-02   9.9999901955823589e-01   5.9999999915245994e-01  -7.4778950987602900e-09   0.0000000000000000e+00   0.0000000000000000e+00
0011   3.7109375000000000e-02   9.9999902494733506e-01   5.9999999915712188e-01  -8.3425066682775331e-09   0.0000000000000000e+00   0.0000000000000000e+00
0012   4.1015625000000000e-02   9.9999903092376974e-01   5.9999999916229085e-01  -9.2020911032019297e-09   0.0000000000000000e+00   0.0000000000000000e+00
0013   4.4921875000000000e-02   9.9999903748391861e-01   5.9999999916796376e-01  -1.0056129960706632e-08   0.0000000000000000e+00   0.0000000000000000e+00
0014   4.8828125000000000e-02   9.9999904462387534e-01   5.9999999917413760e-01  -1.0904109429925543e-08   0.0000000000000000e+00   0.0000000000000000e+00
0015   5.2734375000000000e-02   9.9999905233930753e-01   5.9999999918080860e-01  -1.1745517637524716e-08   0.0000000000000000e+00   0.0000000000000000e+00
0016   5.6640625000000000e-02   9.9999906062558352e-01   5.9999999918797309e-01  -1.2579848288958423e-08   0.0000000000000000e+00   0.0000000000000000e+00
0017   6.0546875000000000e-02   9.9999906947769390e-01   5.9999999919562630e-01  -1.3406598686483131e-08   0.0000000000000000e+00   0.0000000000000000e+00
0018   6.4453125000000000e-02   9.9999907889031392e-01   5.9999999920376357e-01  -1.4225270990995200e-08   0.0000000000000000e+00   0.0000000000000000e+00
0019   6.8359375000000000e-02   9.9999908885777866e-01   5.9999999921238012e-01  -1.5035371884618897e-08   0.0000000000000000e+00   0.0000000000000000e+00
0020   7.2265625000000000e-02   9.9999909937408782e-01   5.9999999922147007e-01  -1.5836414955901331e-08   0.0000000000000000e+00   0.0000000000000000e+00
0021   7.6171875000000000e-02   9.9999911043288903e-01   5.9999999923102820e-01  -1.6627917648769247e-08   0.0000000000000000e+00   0.0000000000000000e+00
0022   8.0078125000000000e-02   9.9999912202753694e-01   5.9999999924104808e-01  -1.7409404771794925e-08   0.0000000000000000e+00   0.0000000000000000e+00
0023   8.3984375000000000e-02   9.9999913415104114e-01   5.9999999925152336e-01  -1.8180406422555904e-08   0.0000000000000000e+00   0.0000000000000000e+00
0024   8.7890625000000000e-02   9.9999914679609236e-01   5.9999999926244696e-01  -1.8940460162791137e-08   0.0000000000000000e+00   0.0000000000000000e+00
0025   9.1796875000000000e-02   9.9999915995508581e-01   5.9999999927381242e-01  -1.9689110142386788e-08   0.0000000000000000e+00   0.0000000000000000e+00
0026   9.5703125000000000e-02   9.9999917362007884e-01   5.9999999928561243e-01  -2.0425907494038773e-08   0.0000000000000000e+00   0.0000000000000000e+00
0027   9.9609375000000000e-02   9.9999918778286834e-01   5.9999999929783954e-01  -2.1150410135959322e-08   0.0000000000000000e+00   0.0000000000000000e+00
0028   1.0351562500000000e-01   9.9999920243490015e-01   5.9999999931048653e-01  -2.1862184888754359e-08   0.0000000000000000e+00   0.0000000000000000e+00
0029   1.0742187500000000e-01   9.9999921756732979e-01   5.9999999932354553e-01  -2.2560804790762980e-08   0.0000000000000000e+00   0.0000000000000000e+00
0030   1.1132812500000000e-01   9.9999923317107420e-01   5.9999999933700898e-01  -2.3245852006395907e-08   0.0000000000000000e+00   0.0000000000000000e+00
0031   1.1523437500000000e-01   9.9999924923673045e-01   5.9999999935086923e-01  -2.3916916156790773e-08   0.0000000000000000e+00   0.0000000000000000e+00
0032   1.1914062500000000e-01   9.9999926575460996e-01   5.9999999936511816e-01  -2.4573595263305210e-08   0.0000000000000000e+00   0.0000000000000000e+00
0033   1.2304687500000000e-01   9.9999928271478744e-01   5.9999999937974813e-01  -2.5215494982327862e-08   0.0000000000000000e+00   0.0000000000000000e+00
0034   1.2695312500000000e-01   9.9999930010701332e-01   5.9999999939475113e-01  -2.5842230751271917e-08   0.0000000000000000e+00   0.0000000000000000e+00
0035   1.3085937500000000e-01   9.9999931792083341e-01   5.9999999941011939e-01  -2.6453425320219891e-08   0.0000000000000000e+00   0.0000000000000000e+00
0036   1.3476562500000000e-01   9.9999933614551240e-01   5.9999999942584548e-01  -2.7048710983318986e-08   0.0000000000000000e+00   0.0000000000000000e+00
0037   1.3867187500000000e-01   9.9999935477007740e-01   5.9999999944192162e-01  -2.7627727605915791e-08   0.0000000000000000e+00   0.0000000000000000e+00
0038   1.4257812500000000e-01   9.9999937378331727e-01   5.9999999945834037e-01  -2.8190124345803172e-08   0.0000000000000000e+00   0.0000000000000000e+00
0039   1.4648437500000000e-01   9.9999939317376163e-01   5.9999999947509430e-01  -2.8735559517593599e-08   0.0000000000000000e+00   0.0000000000000000e+00
0040   1.5039062500000000e-01   9.9999941292976580e-01   5.9999999949217575e-01  -2.9263698972894780e-08   0.0000000000000000e+00   0.0000000000000000e+00
0041   1.5429687500000000e-01   9.9999943303939764e-01   5.9999999950957661e-01  -2.9774219180890132e-08   0.0000000000000000e+00   0.0000000000000000e+00
0042   1.5820312500000000e-01   9.9999945349056740e-01   5.9999999952728922e-01  -3.0266804726823804e-08   0.0000000000000000e+00   0.0000000000000000e+00
0043   1.6210937500000000e-01   9.9999947427094904e-01   5.9999999954530547e-01  -3.0741149616981136e-08   0.0000000000000000e+00   0.0000000000000000e+00
0044   1.6601562500000000e-01   9.9999949536803046e-01   5.9999999956361694e-01  -3.1196957882317515e-08   0.0000000000000000e+00   0.0000000000000000e+00
0045   1.6992187500000000e-01   9.9999951676912113e-01   5.9999999958221450e-01  -3.1633942437685772e-08   0.0000000000000000e+00   0.0000000000000000e+00
0046   1.7382812500000000e-01   9.9999953846130285e-01   5.9999999960108885e-01  -3.2051827040013263e-08   0.0000000000000000e+00   0.0000000000000000e+00
0047   1.7773437500000000e-01   9.9999956043153304e-01   5.9999999962022843e-01  -3.2450345980695915e-08   0.0000000000000000e+00   0.0000000000000000e+00
0048   1.8164062500000000e-01   9.9999958266655831e-01   5.9999999963962281e-01  -3.2829244194730500e-08   0.0000000000000000e+00   0.0000000000000000e+00
0049   1.8554687500000000e-01   9.9999960515301345e-01   5.9999999965925943e-01  -3.3188277637633788e-08   0.0000000000000000e+00   0.0000000000000000e+00
0050   1.8945312500000000e-01   9.9999962787731789e-01   5.9999999967912576e-01  -3.3527213408679571e-08   0.0000000000000000e+00   0.0000000000000000e+00
0051   1.9335937500000000e-01   9.9999965082578479e-01   5.9999999969920714e-01  -3.3845832004884320e-08   0.0000000000000000e+00   0.0000000000000000e+00
0052   1.9726562500000000e-01   9.9999967398460987e-01   5.9999999971948648e-01  -3.4143927831233107e-08   0.0000000000000000e+00   0.0000000000000000e+00
0053   2.0117187500000000e-01   9.9999969733982774e-01   5.9999999973994389e-01  -3.4421310761397434e-08   0.0000000000000000e+00   0.0000000000000000e+00
0054   2.0507812500000000e-01   9.9999972087736133e-01   5.9999999976055796e-01  -3.4677807556827650e-08   0.0000000000000000e+00   0.0000000000000000e+00
0055   2.0898437500000000e-01   9.9999974458301577e-01   5.9999999978130747e-01  -3.4913256624530374e-08   0.0000000000000000e+00   0.0000000000000000e+00
